Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Eco Score,Predicted Eco Score
AUDI SQ8 e-tron (20 in. wheels),,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SVGAT00.0AZS,standard SUV,10,68,72,70,10,Elite,70.0,70.0
AUDI SQ8 e-tron (21/22 in. wheels),,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SVGAT00.0AZS,standard SUV,10,59,60,60,10,Elite,60.0,60.38285714285715
AUDI SQ8 e-tron (21/22 in. wheels),,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SVGAT00.0AZS,standard SUV,10,59,60,60,10,Elite,60.0,60.38285714285715
BMW 550e,3.0,6.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,SBMXV03.0H5P,midsize car,6,23/64,26/70,24,9,Yes,36.0,35.69
BMW 550e,3.0,6.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,SBMXV03.0H5P,midsize car,6,23/64,26/70,24,9,Yes,36.0,35.69
BMW 750e xDrive,3.0,6.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,SBMXJ03.0H70,large car,6,24/60,27/72,25,9,Yes,37.5,37.36833333333333
BMW 750e xDrive,3.0,6.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,SBMXJ03.0H70,large car,6,24/60,27/72,25,9,Yes,37.5,37.36833333333333
BMW X5 xDrive50e,3.0,6.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,SBMXJ03.0H70,standard SUV,6,22/57,23/59,22,9,Yes,33.0,32.85
BMW X5 xDrive50e,3.0,6.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,SBMXJ03.0H70,standard SUV,6,22/57,23/59,22,9,Yes,33.0,32.85
"BMW i4 M50 Gran Coupe (19"" Wheels)",,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SBMXV00.0G2X,small car,10,93,96,94,10,Elite,94.0,94.0
"BMW i4 M50 Gran Coupe (19"" Wheels)",,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SBMXV00.0G2X,small car,10,93,96,94,10,Elite,94.0,94.0
"BMW i4 M50 Gran Coupe (20"" Wheels)",,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SBMXV00.0G2X,small car,10,80,80,80,10,Elite,80.0,80.0
"BMW i4 M50 Gran Coupe (20"" Wheels)",,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SBMXV00.0G2X,small car,10,80,80,80,10,Elite,80.0,80.0
"BMW i4 eDrive35 Gran Coupe (18"" Wheels)",,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SBMXV00.0G2S,small car,10,117,114,116,10,Elite,116.0,116.0
"BMW i4 eDrive35 Gran Coupe (18"" Wheels)",,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,SBMXV00.0G2S,small car,10,117,114,116,10,Elite,116.0,116.0
"BMW i4 eDrive35 Gran Coupe (19"" Wheels)",,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SBMXV00.0G2S,small car,10,108,104,106,10,Elite,106.0,106.0
"BMW i4 eDrive35 Gran Coupe (19"" Wheels)",,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,SBMXV00.0G2S,small car,10,108,104,106,10,Elite,106.0,106.0
"BMW i4 eDrive40 Gran Coupe (18"" Wheels)",,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SBMXV00.0G2S,small car,10,113,111,112,10,Elite,112.0,112.0
"BMW i4 eDrive40 Gran Coupe (18"" Wheels)",,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,SBMXV00.0G2S,small car,10,113,111,112,10,Elite,112.0,112.0
"BMW i4 eDrive40 Gran Coupe (19"" Wheels)",,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SBMXV00.0G2S,small car,10,106,103,104,10,Elite,104.0,104.0
"BMW i4 eDrive40 Gran Coupe (19"" Wheels)",,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,SBMXV00.0G2S,small car,10,106,103,104,10,Elite,104.0,104.0
BMW i4 xDrive40 Gran Coupe (18'' Wheels),,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SBMXV00.0G2X,small car,10,99,103,101,10,Elite,101.0,101.0
BMW i4 xDrive40 Gran Coupe (18'' Wheels),,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SBMXV00.0G2X,small car,10,99,103,101,10,Elite,101.0,101.0
BMW i4 xDrive40 Gran Coupe (19'' Wheels),,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SBMXV00.0G2X,small car,10,93,95,94,10,Elite,94.0,94.0
BMW i4 xDrive40 Gran Coupe (19'' Wheels),,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SBMXV00.0G2X,small car,10,93,95,94,10,Elite,94.0,94.0
BMW i5 M60 xDrive Sedan (19'' Wheels),,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SBMXV00.0G2X,small car,10,89,91,90,10,Elite,90.0,90.0
BMW i5 M60 xDrive Sedan (19'' Wheels),,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SBMXV00.0G2X,small car,10,89,91,90,10,Elite,90.0,90.0
BMW i5 M60 xDrive Sedan (20'' Wheels),,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SBMXV00.0G2X,small car,10,88,88,88,10,Elite,88.0,88.0
BMW i5 M60 xDrive Sedan (20'' Wheels),,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SBMXV00.0G2X,small car,10,88,88,88,10,Elite,88.0,88.0
BMW i5 M60 xDrive Sedan (21'' Wheels),,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SBMXV00.0G2X,small car,10,83,85,84,10,Elite,84.0,84.0
BMW i5 M60 xDrive Sedan (21'' Wheels),,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SBMXV00.0G2X,small car,10,83,85,84,10,Elite,84.0,84.0
BMW i5 eDrive40 Sedan (19'' Wheels),,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SBMXV00.0G2S,small car,10,104,105,105,10,Elite,105.0,105.0
BMW i5 eDrive40 Sedan (19'' Wheels),,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,SBMXV00.0G2S,small car,10,104,105,105,10,Elite,105.0,105.0
BMW i5 eDrive40 Sedan (20'' Wheels),,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SBMXV00.0G2S,small car,10,99,98,99,10,Elite,99.0,99.0
BMW i5 eDrive40 Sedan (20'' Wheels),,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,SBMXV00.0G2S,small car,10,99,98,99,10,Elite,99.0,99.0
BMW i5 eDrive40 Sedan (21'' Wheels),,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SBMXV00.0G2S,small car,10,97,94,96,10,Elite,96.0,96.0
BMW i5 eDrive40 Sedan (21'' Wheels),,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,SBMXV00.0G2S,small car,10,97,94,96,10,Elite,96.0,96.0
"BMW i5 xDrive40 Sedan (19"" Wheels)",,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SBMXV00.0G2X,small car,10,92,95,93,10,Elite,93.0,93.0
"BMW i5 xDrive40 Sedan (19"" Wheels)",,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SBMXV00.0G2X,small car,10,92,95,93,10,Elite,93.0,93.0
"BMW i5 xDrive40 Sedan (20"" Wheels)",,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SBMXV00.0G2X,small car,10,92,94,93,10,Elite,93.0,93.0
"BMW i5 xDrive40 Sedan (20"" Wheels)",,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SBMXV00.0G2X,small car,10,92,94,93,10,Elite,93.0,93.0
"BMW i5 xDrive40 Sedan (21"" Wheels)",,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SBMXV00.0G2X,small car,10,86,87,87,10,Elite,87.0,87.0
"BMW i5 xDrive40 Sedan (21"" Wheels)",,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SBMXV00.0G2X,small car,10,86,87,87,10,Elite,87.0,87.0
BMW i7 M70 xDrive Sedan (20'' Wheels),,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SBMXJ00.0I2T,large car,10,72,79,75,10,Elite,75.0,75.0
BMW i7 M70 xDrive Sedan (20'' Wheels),,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SBMXJ00.0I2T,large car,10,72,79,75,10,Elite,75.0,75.0
BMW i7 M70 xDrive Sedan (21'' Wheels),,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SBMXJ00.0I2T,large car,10,77,83,79,10,Elite,79.0,79.0
BMW i7 M70 xDrive Sedan (21'' Wheels),,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SBMXJ00.0I2T,large car,10,77,83,79,10,Elite,79.0,79.0
BMW i7 eDrive50 Sedan (19'' Wheels),,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SBMXV00.0G7S,large car,10,85,93,88,10,Elite,88.0,88.0
BMW i7 eDrive50 Sedan (19'' Wheels),,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,SBMXV00.0G7S,large car,10,85,93,88,10,Elite,88.0,88.0
BMW i7 eDrive50 Sedan (20'' Wheels),,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SBMXV00.0G7S,large car,10,82,88,85,10,Elite,85.0,85.0
BMW i7 eDrive50 Sedan (20'' Wheels),,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,SBMXV00.0G7S,large car,10,82,88,85,10,Elite,85.0,85.0
BMW i7 eDrive50 Sedan (21'' Wheels),,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SBMXV00.0G7S,large car,10,84,90,87,10,Elite,87.0,87.0
BMW i7 eDrive50 Sedan (21'' Wheels),,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,SBMXV00.0G7S,large car,10,84,90,87,10,Elite,87.0,87.0
BMW i7 xDrive60 Sedan (19'' Wheels),,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SBMXV00.0G2X,large car,10,85,91,88,10,Elite,88.0,88.0
BMW i7 xDrive60 Sedan (19'' Wheels),,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SBMXV00.0G2X,large car,10,85,91,88,10,Elite,88.0,88.0
BMW i7 xDrive60 Sedan (20'' Wheels),,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SBMXV00.0G2X,large car,10,81,85,83,10,Elite,83.0,83.0
BMW i7 xDrive60 Sedan (20'' Wheels),,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SBMXV00.0G2X,large car,10,81,85,83,10,Elite,83.0,83.0
BMW i7 xDrive60 Sedan (21'' Wheels),,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SBMXV00.0G2X,large car,10,85,89,87,10,Elite,87.0,87.0
BMW i7 xDrive60 Sedan (21'' Wheels),,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SBMXV00.0G2X,large car,10,85,89,87,10,Elite,87.0,87.0
BMW iX M60 (21'' Wheels),,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SBMXJ00.0I2T,standard SUV,10,75,77,76,10,Elite,76.0,76.0
BMW iX M60 (21'' Wheels),,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SBMXJ00.0I2T,standard SUV,10,75,77,76,10,Elite,76.0,76.0
BMW iX M60 (22'' Wheels),,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SBMXJ00.0I2T,standard SUV,10,75,79,77,10,Elite,77.0,77.0
BMW iX M60 (22'' Wheels),,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SBMXJ00.0I2T,standard SUV,10,75,79,77,10,Elite,77.0,77.0
BMW iX xDrive40 (20'' Wheels),,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SBMXT00.0I2M,standard SUV,10,87,85,86,10,Elite,86.0,86.0
BMW iX xDrive40 (20'' Wheels),,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SBMXT00.0I2M,standard SUV,10,87,85,86,10,Elite,86.0,86.0
BMW iX xDrive40 (21'' Wheels),,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SBMXT00.0I2M,standard SUV,10,84,81,83,10,Elite,83.0,83.0
BMW iX xDrive40 (21'' Wheels),,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SBMXT00.0I2M,standard SUV,10,84,81,83,10,Elite,83.0,83.0
BMW iX xDrive40 (22'' Wheels),,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SBMXT00.0I2M,standard SUV,10,89,85,87,10,Elite,87.0,87.0
BMW iX xDrive40 (22'' Wheels),,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SBMXT00.0I2M,standard SUV,10,89,85,87,10,Elite,87.0,87.0
"BMW iX xDrive50 (20"" Wheels)",,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SBMXT00.0I2M,standard SUV,10,82,84,83,10,Elite,83.0,83.0
"BMW iX xDrive50 (20"" Wheels)",,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SBMXT00.0I2M,standard SUV,10,82,84,83,10,Elite,83.0,83.0
"BMW iX xDrive50 (21"" Wheels)",,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SBMXT00.0I2M,standard SUV,10,82,81,81,10,Elite,81.0,81.0
"BMW iX xDrive50 (21"" Wheels)",,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SBMXT00.0I2M,standard SUV,10,82,81,81,10,Elite,81.0,81.0
BMW iX xDrive50 (22'' Wheels),,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SBMXT00.0I2M,standard SUV,10,82,81,81,10,Elite,81.0,81.0
BMW iX xDrive50 (22'' Wheels),,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SBMXT00.0I2M,standard SUV,10,82,81,81,10,Elite,81.0,81.0
CHRYSLER Pacifica Hybrid,3.6,6.0,CVT,2WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,SCRXT03.65PH,minivan,6,29/87,30/77,30,9,Yes,45.0,44.835
CHRYSLER Pacifica Hybrid,3.6,6.0,CVT,2WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,SCRXT03.65PH,minivan,6,29/87,30/77,30,9,Yes,45.0,44.835
GENESIS Electrified G80,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SHYXV00.0H00,midsize car,10,105,89,97,10,Elite,97.0,97.0
GENESIS Electrified G80,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SHYXV00.0H00,midsize car,10,105,89,97,10,Elite,97.0,97.0
GENESIS Electrified GV70,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SHYXV00.0U00,small SUV,10,98,83,91,10,Elite,91.0,91.0
GENESIS Electrified GV70,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SHYXV00.0U00,small SUV,10,98,83,91,10,Elite,91.0,91.0
"GENESIS GV60 AWD (19"" Wheels)",,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SHYXV00.0301,small SUV,10,110,90,100,10,Elite,100.0,100.0
"GENESIS GV60 AWD (19"" Wheels)",,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SHYXV00.0301,small SUV,10,110,90,100,10,Elite,100.0,100.0
"GENESIS GV60 AWD Advanced (20"" Wheels)",,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SHYXV00.0301,small SUV,10,103,86,95,10,Elite,95.0,95.0
"GENESIS GV60 AWD Advanced (20"" Wheels)",,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SHYXV00.0301,small SUV,10,103,86,95,10,Elite,95.0,95.0
GENESIS GV60 AWD Performance,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SHYXV00.0302,small SUV,10,97,82,90,10,Elite,90.0,90.0
GENESIS GV60 AWD Performance,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SHYXV00.0302,small SUV,10,97,82,90,10,Elite,90.0,90.0
GENESIS GV60 RWD,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SHYXV00.0300,small SUV,10,125,99,112,10,Elite,112.0,112.0
GENESIS GV60 RWD,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,SHYXV00.0300,small SUV,10,125,99,112,10,Elite,112.0,112.0
GMC Hummer EV Pickup,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SGMXT00.0009,pickup,10,58,46,52,10,Elite,52.0,52.0
GMC Hummer EV Pickup,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SGMXT00.0009,pickup,10,58,46,52,10,Elite,52.0,52.0
GMC Hummer EV Pickup,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SGMXT00.0012,pickup,10,59,47,53,10,Elite,53.0,53.0
GMC Hummer EV Pickup,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SGMXT00.0012,pickup,10,59,47,53,10,Elite,53.0,53.0
GMC Hummer EV Pickup MT Tires,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SGMXT00.0009,pickup,10,53,43,48,10,Elite,48.0,47.98
GMC Hummer EV Pickup MT Tires,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SGMXT00.0009,pickup,10,53,43,48,10,Elite,48.0,47.98
GMC Hummer EV Pickup MT Tires,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SGMXT00.0012,pickup,10,52,42,47,10,Elite,47.0,47.0
GMC Hummer EV Pickup MT Tires,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SGMXT00.0012,pickup,10,52,42,47,10,Elite,47.0,47.0
GMC Hummer EV SUV,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SGMXT00.0009,standard SUV,10,58,46,52,10,Elite,52.0,52.0
GMC Hummer EV SUV,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SGMXT00.0009,standard SUV,10,58,46,52,10,Elite,52.0,52.0
GMC Hummer EV SUV,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SGMXT00.0012,standard SUV,10,59,46,53,10,Elite,53.0,53.0
GMC Hummer EV SUV,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SGMXT00.0012,standard SUV,10,59,46,53,10,Elite,53.0,53.0
GMC Hummer EV SUV MT Tires,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SGMXT00.0009,standard SUV,10,53,43,48,10,Elite,48.0,47.98
GMC Hummer EV SUV MT Tires,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SGMXT00.0009,standard SUV,10,53,43,48,10,Elite,48.0,47.98
GMC Hummer EV SUV MT Tires,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SGMXT00.0012,standard SUV,10,52,42,47,10,Elite,47.0,47.0
GMC Hummer EV SUV MT Tires,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SGMXT00.0012,standard SUV,10,52,42,47,10,Elite,47.0,47.0
HONDA CR-V e-FCEV,-1.0,-1.0,Auto-1,2WD,Electricity/Hydrogen,FA,T3B0,Federal Tier 3 Bin 0,SHNXV00.0RRG,small SUV,10,94,79,87,10,Elite,87.0,87.0
HONDA CR-V e-FCEV,-1.0,-1.0,Auto-1,2WD,Electricity/Hydrogen,CA,ZEV,California ZEV,SHNXV00.0RRG,small SUV,10,94,79,87,10,Elite,87.0,87.0
HONDA Civic 4Dr,2.0,4.0,CVT,2WD,Gasoline,CA,OT,Other,SHNXV02.0GES,midsize car,6,50,47,49,8,Yes,65.33333333333333,65.37333333333326
HONDA Civic 4Dr,2.0,4.0,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SHNXV02.0GES,midsize car,6,50,47,49,8,Yes,65.33333333333333,65.37333333333326
HYUNDAI Elantra Hybrid,1.6,4.0,AMS-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SHYXV01.6C13,midsize car,6,49,52,50,8,Yes,66.66666666666667,66.58666666666676
HYUNDAI Elantra Hybrid,1.6,4.0,AMS-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SHYXV01.6C13,midsize car,6,49,52,50,8,Yes,66.66666666666667,66.58666666666676
HYUNDAI Elantra Hybrid Blue,1.6,4.0,AMS-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SHYXV01.6C13,midsize car,6,51,58,54,8,Yes,72.0,70.78857142857142
HYUNDAI Elantra Hybrid Blue,1.6,4.0,AMS-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SHYXV01.6C13,midsize car,6,51,58,54,8,Yes,72.0,70.78857142857142
HYUNDAI Ioniq 5 N,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SHYXV00.0W04,small SUV,10,84,72,78,10,Elite,78.0,78.0
HYUNDAI Ioniq 5 N,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SHYXV00.0W04,small SUV,10,84,72,78,10,Elite,78.0,78.0
"HYUNDAI Ioniq 6 (18"" Wheels)",,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SHYXV00.0201,midsize car,10,144,120,132,10,Elite,132.0,132.0
"HYUNDAI Ioniq 6 (18"" Wheels)",,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,SHYXV00.0201,midsize car,10,144,120,132,10,Elite,132.0,132.0
"HYUNDAI Ioniq 6 (18"" Wheels)",,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SHYXV00.0202,midsize car,10,130,111,121,10,Elite,121.0,121.0
"HYUNDAI Ioniq 6 (18"" Wheels)",,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SHYXV00.0202,midsize car,10,130,111,121,10,Elite,121.0,121.0
"HYUNDAI Ioniq 6 (20"" Wheels)",,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SHYXV00.0201,midsize car,10,123,100,111,10,Elite,111.0,111.0
"HYUNDAI Ioniq 6 (20"" Wheels)",,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,SHYXV00.0201,midsize car,10,123,100,111,10,Elite,111.0,111.0
"HYUNDAI Ioniq 6 (20"" Wheels)",,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SHYXV00.0202,midsize car,10,111,94,103,10,Elite,103.0,103.0
"HYUNDAI Ioniq 6 (20"" Wheels)",,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SHYXV00.0202,midsize car,10,111,94,103,10,Elite,103.0,103.0
HYUNDAI Ioniq 6 Standard Range,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SHYXV00.0200,midsize car,10,151,120,135,10,Elite,135.0,135.0
HYUNDAI Ioniq 6 Standard Range,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,SHYXV00.0200,midsize car,10,151,120,135,10,Elite,135.0,135.0
"HYUNDAI Kona Electric (17"" Wheels)",,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SHYXV00.0K01,small SUV,10,129,103,116,10,Elite,116.0,116.0
"HYUNDAI Kona Electric (17"" Wheels)",,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,SHYXV00.0K01,small SUV,10,129,103,116,10,Elite,116.0,116.0
"HYUNDAI Kona Electric (19"" Wheels)",,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SHYXV00.0K01,small SUV,10,113,93,103,10,Elite,103.0,103.0
"HYUNDAI Kona Electric (19"" Wheels)",,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,SHYXV00.0K01,small SUV,10,113,93,103,10,Elite,103.0,103.0
HYUNDAI Kona Electric Standard Range,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SHYXV00.0K00,small SUV,10,131,105,118,10,Elite,118.0,118.0
HYUNDAI Kona Electric Standard Range,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,SHYXV00.0K00,small SUV,10,131,105,118,10,Elite,118.0,118.0
HYUNDAI Sonata Hybrid,2.0,4.0,AMS-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,SHYXV02.0E13,large car,6,44,51,47,8,Yes,62.666666666666664,62.65333333333339
HYUNDAI Sonata Hybrid,2.0,4.0,AMS-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,SHYXV02.0E13,large car,6,44,51,47,8,Yes,62.666666666666664,62.65333333333339
HYUNDAI Tuscon Plug-in Hybrid,1.6,4.0,AMS-6,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,SHYXT01.6L2T,small SUV,6,35/80,35/73,35,9,Yes,52.5,52.025
HYUNDAI Tuscon Plug-in Hybrid,1.6,4.0,AMS-6,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,SHYXT01.6L2T,small SUV,6,35/80,35/73,35,9,Yes,52.5,52.025
JEEP Grand Cherokee,2.0,4.0,Auto-8,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,SCRXT02.05PH,standard SUV,6,23/57,24/56,23,8,Yes,30.666666666666668,31.333095238095225
JEEP Grand Cherokee,2.0,4.0,Auto-8,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,SCRXT02.05PH,standard SUV,6,23/57,24/56,23,8,Yes,30.666666666666668,31.333095238095225
KIA EV9 Long Range AWD,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SKMXV00.0300,standard SUV,10,91,75,83,10,Elite,83.0,83.0
KIA EV9 Long Range AWD,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SKMXV00.0300,standard SUV,10,91,75,83,10,Elite,83.0,83.0
KIA EV9 Long Range AWD GT-Line,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SKMXV00.0300,standard SUV,10,88,72,80,10,Elite,80.0,80.0
KIA EV9 Long Range AWD GT-Line,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,SKMXV00.0300,standard SUV,10,88,72,80,10,Elite,80.0,80.0
KIA EV9 Long Range RWD,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,SKMXV00.0301,standard SUV,10,100,78,89,10,Elite,89.0,89.0
